docname,pre,keyword,post,id,date,id_day
text443,"support the protection of our cities and communities against terror . together we can definitely do it . , i",thank you,"for your attention ! , thank you for your support ! , glory to ukraine !",443,2022-11-22,1
text443,"communities against terror . together we can definitely do it . , i thank you for your attention ! ,",thank you,"for your support ! , glory to ukraine !",443,2022-11-22,1
text444,"we are gradually building the ukrainian fleet of naval drones ! , i thank everyone who supports us ! ,",thank you,"to everyone who fights and works for ukraine ! , thank you to everyone who helps loved ones get through",444,2022-11-22,2
text444,"i thank everyone who supports us ! , thank you to everyone who fights and works for ukraine ! ,",thank you,"to everyone who helps loved ones get through this difficult time ! , glory to ukraine !",444,2022-11-22,2
text445,"meaning to all things - and above all to the un charter . , your decisions are needed ! ,",thank you,"for the opportunity ! , thank you for your attention ! , glory to ukraine !",445,2022-11-24,1
text445,"all to the un charter . , your decisions are needed ! , thank you for the opportunity ! ,",thank you,"for your attention ! , glory to ukraine !",445,2022-11-24,1
text447,"madam president , , dear speakers of the sejm and senate of poland , , ladies and gentlemen ! ,",thank you,"for the opportunity to address you . , today is exactly 9 months from the day when russia started a",447,2022-11-24,3
text447,"terrorist state . be leaders in this - and you will be leaders of the movement towards peace . ,",thank you,"for your attention ! , thank you to everyone for supporting ukraine ! , i believe that we will restore",447,2022-11-24,3
text447,"- and you will be leaders of the movement towards peace . , thank you for your attention ! ,",thank you,"to everyone for supporting ukraine ! , i believe that we will restore peace ! , glory to ukraine !",447,2022-11-24,3
text448,"being held by the occupiers . , i thank everyone who supports ukraine in this extremely difficult time ! ,",thank you,"to everyone who fights and works for our country ! , we endured nine months of the full-scale war and",448,2022-11-24,4
text449,", dear friends ! , dear colleagues ! , dear gitanas ,",thank you,"for the invitation to take part in this discussion in kaunas . , this year we all saw a very",449,2022-11-25,1
text449,"path that we can endure . just as this winter and this war . all europeans together . , i",thank you,"for your attention ! , thank you for your continued support ! , glory to ukraine !",449,2022-11-25,1
text449,"as this winter and this war . all europeans together . , i thank you for your attention ! ,",thank you,"for your continued support ! , glory to ukraine !",449,2022-11-25,1
text450,"guards of the lviv and mohyliv-podilsky detachments , who are ferocious in defense of the bakhmut and avdiyivka directions .",thank you,", warriors ! , thank you to everyone who fights for our country ! who is doing everything to suppress",450,2022-11-25,2
text450,"detachments , who are ferocious in defense of the bakhmut and avdiyivka directions . thank you , warriors ! ,",thank you,"to everyone who fights for our country ! who is doing everything to suppress the occupiers that are shelling ,",450,2022-11-25,2
text450,"to suppress the occupiers that are shelling , unfortunately , kherson , zaporizhzhia , and our other cities . ,",thank you,"to everyone who works for ukraine and ukrainians ! to everyone who brings heat , water , electricity and communication",450,2022-11-25,2
text451,united nations . i believe that the mix is strong enough for the first such initiative . i want to,thank you,"all . , based on the results of the summit , we will issue a joint statement . it will",451,2022-11-26,1
text451,"can win only together . ukraine and the civilized world without war , without terrorism , without hunger . ,",thank you,"very much ! , glory to ukraine !",451,2022-11-26,1
text452,"captivity to ukraine . we will return all the others . , thanks to everyone who helps us ! ,",thank you,"to every leader who works with us for the sake of european and global security ! , glory to our",452,2022-11-26,2
text454,"also nato and , of course , the un . , i am thankful to everyone who participates ! ,",thank you,to everyone who helps ukraine implement our peace formula ! i am sure that it can be fully implemented -,454,2022-11-28,1
text455,"the world’s fair . , may the victory of freedom and our striving for peace become widely seen ! ,",thank you,"for your attention ! , glory to ukraine !",455,2022-11-29,1
text464,"gratitude , feelings of gratitude , tears of gratitude . , i am sure , millions of times today """,thank you,""" was said or simply thought in ukraine . , i am thankful to the warriors of our army and",464,2022-12-06,1
text464,and i want to say to everyone present what is definitely in the heart of every ukrainian today : i,thank you,"! i thank absolutely all soldiers , all sailors , all sergeants , sergeant-majors , all officers , all heroes",464,2022-12-06,1
text465,"that we have seen during these 286 days and always . i believe that it will be so . ,",thank you,for your attention ! thank you for this honorable title ! and thank you to every american for always helping,465,2022-12-07,1
text465,"286 days and always . i believe that it will be so . , thank you for your attention !",thank you,for this honorable title ! and thank you to every american for always helping those who fight for freedom !,465,2022-12-07,1
